Tgl. Mohon,count,cumulative_sum,delta_count,rolling_7days
2022-11-29,0.03225806451612903,0.7091503267973857,0.5614035087719298,0.1206896551724138
2022-12-01,0.0,0.7124183006535948,0.5263157894736841,0.1206896551724138
2022-12-03,0.0,0.7156862745098039,0.5438596491228069,0.1206896551724138
2022-12-07,0.0,0.7189542483660131,0.5438596491228069,0.10344827586206896
2022-12-10,0.0,0.7222222222222223,0.5438596491228069,0.10344827586206896
2022-12-20,0.16129032258064516,0.7418300653594772,0.631578947368421,0.1896551724137931
2022-12-26,0.12903225806451613,0.758169934640523,0.5263157894736841,0.2586206896551724
2022-12-27,0.12903225806451613,0.7745098039215687,0.5438596491228069,0.3103448275862069
2022-12-28,0.12903225806451613,0.7908496732026145,0.5438596491228069,0.3793103448275862
2023-01-04,0.03225806451612903,0.7973856209150327,0.4912280701754385,0.396551724137931
2023-01-05,0.03225806451612903,0.803921568627451,0.5438596491228069,0.41379310344827586
2023-01-06,0.0,0.8071895424836601,0.5263157894736841,0.41379310344827586
2023-01-09,0.0,0.8104575163398693,0.5438596491228069,0.3275862068965517
2023-01-21,0.0,0.8137254901960784,0.5438596491228069,0.2586206896551724
2023-01-25,0.0,0.8169934640522877,0.5438596491228069,0.1896551724137931
2023-01-30,0.0,0.8202614379084968,0.5438596491228069,0.1206896551724138
2023-02-01,0.22580645161290322,0.84640522875817,0.6666666666666665,0.22413793103448276
2023-02-15,0.0,0.8496732026143792,0.4210526315789473,0.2068965517241379
2023-02-22,0.0,0.8529411764705883,0.5438596491228069,0.2068965517241379
2023-02-28,0.03225806451612903,0.8594771241830066,0.5614035087719298,0.22413793103448276
2023-03-04,0.0,0.8627450980392157,0.5263157894736841,0.22413793103448276
2023-03-06,0.0,0.8660130718954249,0.5438596491228069,0.22413793103448276
2023-03-10,0.0,0.869281045751634,0.5438596491228069,0.22413793103448276
2023-03-13,0.0,0.8725490196078431,0.5438596491228069,0.10344827586206896
2023-03-15,0.16129032258064516,0.8921568627450981,0.631578947368421,0.1896551724137931
2023-03-17,0.03225806451612903,0.8986928104575164,0.4736842105263157,0.2068965517241379
2023-03-25,0.03225806451612903,0.9052287581699346,0.5438596491228069,0.2068965517241379
2023-04-01,0.0,0.9084967320261439,0.5263157894736841,0.2068965517241379
2023-04-03,0.0,0.911764705882353,0.5438596491228069,0.2068965517241379
2023-04-04,0.0,0.9150326797385622,0.5438596491228069,0.2068965517241379
2023-04-06,0.0,0.9183006535947713,0.5438596491228069,0.2068965517241379
2023-04-27,0.0,0.9215686274509804,0.5438596491228069,0.1206896551724138
2023-05-06,0.03225806451612903,0.9281045751633987,0.5614035087719298,0.1206896551724138
2023-05-29,0.03225806451612903,0.934640522875817,0.5438596491228069,0.1206896551724138
2023-05-31,0.0,0.9379084967320261,0.5263157894736841,0.1206896551724138
2023-06-05,0.3548387096774194,0.977124183006536,0.7368421052631577,0.3103448275862069
2023-06-13,0.03225806451612903,0.9836601307189543,0.36842105263157887,0.3275862068965517
2023-06-16,0.0,0.9869281045751634,0.5263157894736841,0.3275862068965517
2023-06-17,0.03225806451612903,0.9934640522875817,0.5614035087719298,0.3448275862068965
2023-06-20,0.0,0.9967320261437909,0.5263157894736841,0.3275862068965517
2023-06-21,0.0,1.0,0.5438596491228069,0.3103448275862069
