Tgl. Mohon,count,cumulative_sum,rolling_7days,rolling_count_7d,delta_count,month,weekday,month_sin,month_cos,weekday_sin,weekday_cos
2022-01-28,0.0,0.3157894736842105,0.7777777777777777,0.9999999999999999,0.0,0.0,0.8,0.75,0.9330127018922194,0.27747906604368566,0.0
2022-02-18,0.0,0.3333333333333333,0.7777777777777777,0.9999999999999999,0.5,0.09090909090909091,0.8,0.9330127018922193,0.75,0.27747906604368566,0.0
2022-02-28,0.0,0.3508771929824561,0.7777777777777777,0.9999999999999999,0.5,0.09090909090909091,0.0,0.9330127018922193,0.75,0.5,1.0
2022-03-04,0.0,0.3684210526315789,0.7777777777777777,0.9999999999999999,0.5,0.1818181818181818,0.8,1.0,0.5,0.27747906604368566,0.0
2022-03-08,0.0,0.38596491228070173,0.7777777777777777,0.9999999999999999,0.5,0.1818181818181818,0.2,1.0,0.5,0.9009688679024191,0.8019377358048384
2022-03-09,0.0,0.40350877192982454,0.7777777777777777,0.9999999999999999,0.5,0.1818181818181818,0.4,1.0,0.5,1.0,0.3568958678922095
2022-03-28,0.0,0.42105263157894735,0.6666666666666665,0.9999999999999999,0.5,0.1818181818181818,0.0,1.0,0.5,0.5,1.0
2022-04-06,0.0,0.43859649122807015,0.6666666666666665,0.9999999999999999,0.5,0.2727272727272727,0.4,0.9330127018922194,0.2500000000000001,1.0,0.3568958678922095
2022-05-06,0.0,0.45614035087719296,0.6666666666666665,0.9999999999999999,0.5,0.36363636363636365,0.8,0.75,0.06698729810778065,0.27747906604368566,0.0
2022-05-10,0.0,0.47368421052631576,0.6666666666666665,0.9999999999999999,0.5,0.36363636363636365,0.2,0.75,0.06698729810778065,0.9009688679024191,0.8019377358048384
2022-06-02,0.0,0.4912280701754386,0.6666666666666665,0.9999999999999999,0.5,0.4545454545454545,0.6000000000000001,0.5000000000000001,0.0,0.7225209339563144,5.551115123125783e-17
2022-06-21,0.0,0.5087719298245614,0.6666666666666665,0.9999999999999999,0.5,0.4545454545454545,0.2,0.5000000000000001,0.0,0.9009688679024191,0.8019377358048384
2022-06-24,0.0,0.5263157894736841,0.6666666666666665,0.9999999999999999,0.5,0.4545454545454545,0.8,0.5000000000000001,0.0,0.27747906604368566,0.0
2022-06-27,0.0,0.5438596491228069,0.6666666666666665,0.9999999999999999,0.5,0.4545454545454545,0.0,0.5000000000000001,0.0,0.5,1.0
2022-06-30,0.0,0.5614035087719298,0.6666666666666665,0.9999999999999999,0.5,0.4545454545454545,0.6000000000000001,0.5000000000000001,0.0,0.7225209339563144,5.551115123125783e-17
2022-07-28,0.0,0.5789473684210527,0.6666666666666665,0.9999999999999999,0.5,0.5454545454545454,0.6000000000000001,0.2500000000000001,0.06698729810778059,0.7225209339563144,5.551115123125783e-17
2022-08-04,0.0,0.5964912280701753,0.6666666666666665,0.9999999999999999,0.5,0.6363636363636364,0.6000000000000001,0.06698729810778076,0.24999999999999978,0.7225209339563144,5.551115123125783e-17
