Tgl. Mohon,count,cumulative_sum,rolling_7days,delta_count,month,weekday,month_sin,month_cos,weekday_sin,weekday_cos
2021-03-02,0.0,0.14953271028037382,0.30000000000000004,0.3333333333333333,0.1818181818181818,0.16666666666666666,1.0,0.5,0.9009688679024191,0.8019377358048384
2021-03-03,0.16666666666666666,0.1557632398753894,0.35000000000000003,0.4444444444444444,0.1818181818181818,0.3333333333333333,1.0,0.5,1.0,0.3568958678922095
2021-03-05,0.16666666666666666,0.16199376947040497,0.4,0.3333333333333333,0.1818181818181818,0.6666666666666666,1.0,0.5,0.27747906604368566,0.0
2021-03-08,0.0,0.16510903426791276,0.4,0.2222222222222222,0.1818181818181818,0.0,1.0,0.5,0.5,1.0
2021-03-10,0.0,0.16822429906542055,0.4,0.3333333333333333,0.1818181818181818,0.3333333333333333,1.0,0.5,1.0,0.3568958678922095
2021-03-13,0.0,0.17133956386292834,0.4,0.3333333333333333,0.1818181818181818,0.8333333333333333,1.0,0.5,0.0,0.3568958678922094
2021-03-15,0.0,0.17445482866043613,0.4,0.3333333333333333,0.1818181818181818,0.0,1.0,0.5,0.5,1.0
2021-03-16,0.0,0.17757009345794392,0.4,0.3333333333333333,0.1818181818181818,0.16666666666666666,1.0,0.5,0.9009688679024191,0.8019377358048384
2021-03-17,0.0,0.1806853582554517,0.35000000000000003,0.3333333333333333,0.1818181818181818,0.3333333333333333,1.0,0.5,1.0,0.3568958678922095
2021-03-18,0.0,0.1838006230529595,0.30000000000000004,0.3333333333333333,0.1818181818181818,0.5,1.0,0.5,0.7225209339563144,5.551115123125783e-17
2021-03-20,0.0,0.18691588785046728,0.30000000000000004,0.3333333333333333,0.1818181818181818,0.8333333333333333,1.0,0.5,0.0,0.3568958678922094
2021-03-23,0.0,0.19003115264797507,0.30000000000000004,0.3333333333333333,0.1818181818181818,0.16666666666666666,1.0,0.5,0.9009688679024191,0.8019377358048384
2021-03-29,0.0,0.19314641744548286,0.30000000000000004,0.3333333333333333,0.1818181818181818,0.0,1.0,0.5,0.5,1.0
2021-03-30,0.0,0.19626168224299065,0.30000000000000004,0.3333333333333333,0.1818181818181818,0.16666666666666666,1.0,0.5,0.9009688679024191,0.8019377358048384
2021-03-31,0.16666666666666666,0.20249221183800623,0.35000000000000003,0.4444444444444444,0.1818181818181818,0.3333333333333333,1.0,0.5,1.0,0.3568958678922095
2021-04-03,0.33333333333333337,0.2118380062305296,0.45,0.4444444444444444,0.2727272727272727,0.8333333333333333,0.9330127018922194,0.2500000000000001,0.0,0.3568958678922094
2021-04-08,0.16666666666666666,0.21806853582554517,0.5,0.2222222222222222,0.2727272727272727,0.5,0.9330127018922194,0.2500000000000001,0.7225209339563144,5.551115123125783e-17
2021-04-09,0.0,0.22118380062305296,0.5,0.2222222222222222,0.2727272727272727,0.6666666666666666,0.9330127018922194,0.2500000000000001,0.27747906604368566,0.0
2021-04-10,0.16666666666666666,0.22741433021806853,0.55,0.4444444444444444,0.2727272727272727,0.8333333333333333,0.9330127018922194,0.2500000000000001,0.0,0.3568958678922094
2021-04-12,0.0,0.23052959501557632,0.55,0.2222222222222222,0.2727272727272727,0.0,0.9330127018922194,0.2500000000000001,0.5,1.0
2021-04-14,0.0,0.2336448598130841,0.55,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.9330127018922194,0.2500000000000001,1.0,0.3568958678922095
2021-04-15,0.0,0.2367601246105919,0.5,0.3333333333333333,0.2727272727272727,0.5,0.9330127018922194,0.2500000000000001,0.7225209339563144,5.551115123125783e-17
2021-04-20,0.16666666666666666,0.24299065420560748,0.45,0.4444444444444444,0.2727272727272727,0.16666666666666666,0.9330127018922194,0.2500000000000001,0.9009688679024191,0.8019377358048384
2021-04-21,0.16666666666666666,0.24922118380062303,0.45,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.9330127018922194,0.2500000000000001,1.0,0.3568958678922095
2021-04-24,0.33333333333333337,0.2585669781931464,0.55,0.4444444444444444,0.2727272727272727,0.8333333333333333,0.9330127018922194,0.2500000000000001,0.0,0.3568958678922094
2021-04-26,0.0,0.2616822429906542,0.5,0.1111111111111111,0.2727272727272727,0.0,0.9330127018922194,0.2500000000000001,0.5,1.0
2021-04-29,0.0,0.26479750778816197,0.5,0.3333333333333333,0.2727272727272727,0.5,0.9330127018922194,0.2500000000000001,0.7225209339563144,5.551115123125783e-17
2021-04-30,0.16666666666666666,0.27102803738317754,0.55,0.4444444444444444,0.2727272727272727,0.6666666666666666,0.9330127018922194,0.2500000000000001,0.27747906604368566,0.0
2021-05-05,0.33333333333333337,0.2803738317757009,0.65,0.4444444444444444,0.36363636363636365,0.3333333333333333,0.75,0.06698729810778065,1.0,0.3568958678922095
2021-05-06,0.0,0.2834890965732087,0.6,0.1111111111111111,0.36363636363636365,0.5,0.75,0.06698729810778065,0.7225209339563144,5.551115123125783e-17
2021-05-08,0.16666666666666666,0.2897196261682243,0.6,0.4444444444444444,0.36363636363636365,0.8333333333333333,0.75,0.06698729810778065,0.0,0.3568958678922094
2021-05-11,0.5,0.30218068535825543,0.65,0.5555555555555556,0.36363636363636365,0.16666666666666666,0.75,0.06698729810778065,0.9009688679024191,0.8019377358048384
2021-05-15,0.0,0.3052959501557632,0.65,0.0,0.36363636363636365,0.8333333333333333,0.75,0.06698729810778065,0.0,0.3568958678922094
2021-05-25,0.0,0.308411214953271,0.65,0.3333333333333333,0.36363636363636365,0.16666666666666666,0.75,0.06698729810778065,0.9009688679024191,0.8019377358048384
2021-05-27,0.16666666666666666,0.3146417445482866,0.65,0.4444444444444444,0.36363636363636365,0.5,0.75,0.06698729810778065,0.7225209339563144,5.551115123125783e-17
2021-05-28,0.0,0.3177570093457944,0.55,0.2222222222222222,0.36363636363636365,0.6666666666666666,0.75,0.06698729810778065,0.27747906604368566,0.0
2021-05-29,0.0,0.32087227414330216,0.55,0.3333333333333333,0.36363636363636365,0.8333333333333333,0.75,0.06698729810778065,0.0,0.3568958678922094
2021-05-31,0.0,0.32398753894080995,0.5,0.3333333333333333,0.36363636363636365,0.0,0.75,0.06698729810778065,0.5,1.0
2021-06-03,0.33333333333333337,0.3333333333333333,0.45,0.5555555555555556,0.4545454545454545,0.5,0.5000000000000001,0.0,0.7225209339563144,5.551115123125783e-17
2021-06-04,0.0,0.3364485981308411,0.45,0.1111111111111111,0.4545454545454545,0.6666666666666666,0.5000000000000001,0.0,0.27747906604368566,0.0
2021-06-05,0.0,0.3395638629283489,0.45,0.3333333333333333,0.4545454545454545,0.8333333333333333,0.5000000000000001,0.0,0.0,0.3568958678922094
2021-06-09,0.0,0.3426791277258567,0.4,0.3333333333333333,0.4545454545454545,0.3333333333333333,0.5000000000000001,0.0,1.0,0.3568958678922095
2021-06-12,0.0,0.34579439252336447,0.4,0.3333333333333333,0.4545454545454545,0.8333333333333333,0.5000000000000001,0.0,0.0,0.3568958678922094
2021-06-14,0.0,0.34890965732087226,0.4,0.3333333333333333,0.4545454545454545,0.0,0.5000000000000001,0.0,0.5,1.0
2021-06-15,0.0,0.35202492211838005,0.4,0.3333333333333333,0.4545454545454545,0.16666666666666666,0.5000000000000001,0.0,0.9009688679024191,0.8019377358048384
2021-06-16,0.16666666666666666,0.3582554517133956,0.35000000000000003,0.4444444444444444,0.4545454545454545,0.3333333333333333,0.5000000000000001,0.0,1.0,0.3568958678922095
2021-06-18,0.0,0.3613707165109034,0.35000000000000003,0.2222222222222222,0.4545454545454545,0.6666666666666666,0.5000000000000001,0.0,0.27747906604368566,0.0
2021-06-21,0.16666666666666666,0.367601246105919,0.4,0.4444444444444444,0.4545454545454545,0.0,0.5000000000000001,0.0,0.5,1.0
2021-06-22,0.0,0.3707165109034268,0.4,0.2222222222222222,0.4545454545454545,0.16666666666666666,0.5000000000000001,0.0,0.9009688679024191,0.8019377358048384
2021-06-23,0.16666666666666666,0.37694704049844235,0.45,0.4444444444444444,0.4545454545454545,0.3333333333333333,0.5000000000000001,0.0,1.0,0.3568958678922095
2021-06-25,0.0,0.38006230529595014,0.45,0.2222222222222222,0.4545454545454545,0.6666666666666666,0.5000000000000001,0.0,0.27747906604368566,0.0
2021-06-26,0.0,0.38317757009345793,0.45,0.3333333333333333,0.4545454545454545,0.8333333333333333,0.5000000000000001,0.0,0.0,0.3568958678922094
2021-06-28,0.0,0.3862928348909657,0.4,0.3333333333333333,0.4545454545454545,0.0,0.5000000000000001,0.0,0.5,1.0
2021-06-30,0.16666666666666666,0.3925233644859813,0.45,0.4444444444444444,0.4545454545454545,0.3333333333333333,0.5000000000000001,0.0,1.0,0.3568958678922095
2021-07-01,0.0,0.3956386292834891,0.4,0.2222222222222222,0.5454545454545454,0.5,0.2500000000000001,0.06698729810778059,0.7225209339563144,5.551115123125783e-17
2021-07-03,0.0,0.3987538940809969,0.4,0.3333333333333333,0.5454545454545454,0.8333333333333333,0.2500000000000001,0.06698729810778059,0.0,0.3568958678922094
2021-07-05,0.0,0.40186915887850466,0.35000000000000003,0.3333333333333333,0.5454545454545454,0.0,0.2500000000000001,0.06698729810778059,0.5,1.0
2021-07-07,0.33333333333333337,0.411214953271028,0.45,0.5555555555555556,0.5454545454545454,0.3333333333333333,0.2500000000000001,0.06698729810778059,1.0,0.3568958678922095
2021-07-08,0.0,0.4143302180685358,0.45,0.1111111111111111,0.5454545454545454,0.5,0.2500000000000001,0.06698729810778059,0.7225209339563144,5.551115123125783e-17
2021-07-12,0.0,0.4174454828660436,0.45,0.3333333333333333,0.5454545454545454,0.0,0.2500000000000001,0.06698729810778059,0.5,1.0
2021-07-17,0.0,0.4205607476635514,0.4,0.3333333333333333,0.5454545454545454,0.8333333333333333,0.2500000000000001,0.06698729810778059,0.0,0.3568958678922094
2021-07-24,0.33333333333333337,0.42990654205607476,0.5,0.5555555555555556,0.5454545454545454,0.8333333333333333,0.2500000000000001,0.06698729810778059,0.0,0.3568958678922094
2021-07-26,0.0,0.43302180685358255,0.5,0.1111111111111111,0.5454545454545454,0.0,0.2500000000000001,0.06698729810778059,0.5,1.0
2021-07-27,0.0,0.43613707165109034,0.5,0.3333333333333333,0.5454545454545454,0.16666666666666666,0.2500000000000001,0.06698729810778059,0.9009688679024191,0.8019377358048384
2021-07-31,0.0,0.4392523364485981,0.4,0.3333333333333333,0.5454545454545454,0.8333333333333333,0.2500000000000001,0.06698729810778059,0.0,0.3568958678922094
2021-08-03,0.16666666666666666,0.4454828660436137,0.45,0.4444444444444444,0.6363636363636364,0.16666666666666666,0.06698729810778076,0.24999999999999978,0.9009688679024191,0.8019377358048384
2021-08-04,0.0,0.4485981308411215,0.45,0.2222222222222222,0.6363636363636364,0.3333333333333333,0.06698729810778076,0.24999999999999978,1.0,0.3568958678922095
2021-08-05,0.16666666666666666,0.45482866043613707,0.5,0.4444444444444444,0.6363636363636364,0.5,0.06698729810778076,0.24999999999999978,0.7225209339563144,5.551115123125783e-17
2021-08-06,0.16666666666666666,0.46105919003115264,0.45,0.3333333333333333,0.6363636363636364,0.6666666666666666,0.06698729810778076,0.24999999999999978,0.27747906604368566,0.0
2021-08-07,0.0,0.46417445482866043,0.45,0.2222222222222222,0.6363636363636364,0.8333333333333333,0.06698729810778076,0.24999999999999978,0.0,0.3568958678922094
2021-08-09,0.0,0.4672897196261682,0.45,0.3333333333333333,0.6363636363636364,0.0,0.06698729810778076,0.24999999999999978,0.5,1.0
2021-08-10,0.16666666666666666,0.4735202492211838,0.5,0.4444444444444444,0.6363636363636364,0.16666666666666666,0.06698729810778076,0.24999999999999978,0.9009688679024191,0.8019377358048384
2021-08-12,0.0,0.4766355140186916,0.45,0.2222222222222222,0.6363636363636364,0.5,0.06698729810778076,0.24999999999999978,0.7225209339563144,5.551115123125783e-17
2021-08-13,0.0,0.4797507788161994,0.45,0.3333333333333333,0.6363636363636364,0.6666666666666666,0.06698729810778076,0.24999999999999978,0.27747906604368566,0.0
2021-08-14,0.0,0.48286604361370716,0.4,0.3333333333333333,0.6363636363636364,0.8333333333333333,0.06698729810778076,0.24999999999999978,0.0,0.3568958678922094
2021-08-18,0.0,0.48598130841121495,0.35000000000000003,0.3333333333333333,0.6363636363636364,0.3333333333333333,0.06698729810778076,0.24999999999999978,1.0,0.3568958678922095
2021-08-19,0.0,0.48909657320872274,0.35000000000000003,0.3333333333333333,0.6363636363636364,0.5,0.06698729810778076,0.24999999999999978,0.7225209339563144,5.551115123125783e-17
2021-08-20,0.0,0.49221183800623053,0.35000000000000003,0.3333333333333333,0.6363636363636364,0.6666666666666666,0.06698729810778076,0.24999999999999978,0.27747906604368566,0.0
2021-08-21,0.0,0.4953271028037383,0.30000000000000004,0.3333333333333333,0.6363636363636364,0.8333333333333333,0.06698729810778076,0.24999999999999978,0.0,0.3568958678922094
2021-08-23,0.0,0.49844236760124605,0.30000000000000004,0.3333333333333333,0.6363636363636364,0.0,0.06698729810778076,0.24999999999999978,0.5,1.0
2021-08-25,0.0,0.5015576323987538,0.30000000000000004,0.3333333333333333,0.6363636363636364,0.3333333333333333,0.06698729810778076,0.24999999999999978,1.0,0.3568958678922095
2021-08-30,0.16666666666666666,0.5077881619937694,0.35000000000000003,0.4444444444444444,0.6363636363636364,0.0,0.06698729810778076,0.24999999999999978,0.5,1.0
2021-08-31,0.16666666666666666,0.514018691588785,0.4,0.3333333333333333,0.6363636363636364,0.16666666666666666,0.06698729810778076,0.24999999999999978,0.9009688679024191,0.8019377358048384
2021-09-01,0.16666666666666666,0.5202492211838006,0.45,0.3333333333333333,0.7272727272727273,0.3333333333333333,0.0,0.4999999999999999,1.0,0.3568958678922095
2021-09-02,0.16666666666666666,0.5264797507788161,0.5,0.3333333333333333,0.7272727272727273,0.5,0.0,0.4999999999999999,0.7225209339563144,5.551115123125783e-17
2021-09-03,0.0,0.5295950155763239,0.5,0.2222222222222222,0.7272727272727273,0.6666666666666666,0.0,0.4999999999999999,0.27747906604368566,0.0
2021-09-04,0.33333333333333337,0.5389408099688473,0.6,0.5555555555555556,0.7272727272727273,0.8333333333333333,0.0,0.4999999999999999,0.0,0.3568958678922094
2021-09-06,0.0,0.5420560747663551,0.6,0.1111111111111111,0.7272727272727273,0.0,0.0,0.4999999999999999,0.5,1.0
2021-09-07,0.0,0.5451713395638629,0.55,0.3333333333333333,0.7272727272727273,0.16666666666666666,0.0,0.4999999999999999,0.9009688679024191,0.8019377358048384
2021-09-10,0.0,0.5482866043613707,0.5,0.3333333333333333,0.7272727272727273,0.6666666666666666,0.0,0.4999999999999999,0.27747906604368566,0.0
2021-09-11,0.16666666666666666,0.5545171339563862,0.5,0.4444444444444444,0.7272727272727273,0.8333333333333333,0.0,0.4999999999999999,0.0,0.3568958678922094
2021-09-14,0.0,0.557632398753894,0.45,0.2222222222222222,0.7272727272727273,0.16666666666666666,0.0,0.4999999999999999,0.9009688679024191,0.8019377358048384
2021-09-17,0.16666666666666666,0.5638629283489096,0.5,0.4444444444444444,0.7272727272727273,0.6666666666666666,0.0,0.4999999999999999,0.27747906604368566,0.0
2021-09-18,0.16666666666666666,0.5700934579439252,0.45,0.3333333333333333,0.7272727272727273,0.8333333333333333,0.0,0.4999999999999999,0.0,0.3568958678922094
2021-09-20,0.0,0.573208722741433,0.45,0.2222222222222222,0.7272727272727273,0.0,0.0,0.4999999999999999,0.5,1.0
2021-09-21,0.16666666666666666,0.5794392523364486,0.5,0.4444444444444444,0.7272727272727273,0.16666666666666666,0.0,0.4999999999999999,0.9009688679024191,0.8019377358048384
2021-09-22,0.0,0.5825545171339563,0.5,0.2222222222222222,0.7272727272727273,0.3333333333333333,0.0,0.4999999999999999,1.0,0.3568958678922095
2021-09-27,0.16666666666666666,0.5887850467289719,0.5,0.4444444444444444,0.7272727272727273,0.0,0.0,0.4999999999999999,0.5,1.0
2021-09-28,0.16666666666666666,0.5950155763239875,0.55,0.3333333333333333,0.7272727272727273,0.16666666666666666,0.0,0.4999999999999999,0.9009688679024191,0.8019377358048384
2021-09-29,0.0,0.5981308411214953,0.5,0.2222222222222222,0.7272727272727273,0.3333333333333333,0.0,0.4999999999999999,1.0,0.3568958678922095
2021-09-30,0.0,0.6012461059190031,0.45,0.3333333333333333,0.7272727272727273,0.5,0.0,0.4999999999999999,0.7225209339563144,5.551115123125783e-17
2021-10-01,0.16666666666666666,0.6074766355140186,0.5,0.4444444444444444,0.8181818181818182,0.6666666666666666,0.0669872981077807,0.75,0.27747906604368566,0.0
2021-10-04,0.0,0.6105919003115264,0.45,0.2222222222222222,0.8181818181818182,0.0,0.0669872981077807,0.75,0.5,1.0
2021-10-05,0.0,0.6137071651090342,0.45,0.3333333333333333,0.8181818181818182,0.16666666666666666,0.0669872981077807,0.75,0.9009688679024191,0.8019377358048384
2021-10-06,0.0,0.616822429906542,0.4,0.3333333333333333,0.8181818181818182,0.3333333333333333,0.0669872981077807,0.75,1.0,0.3568958678922095
2021-10-08,0.0,0.6199376947040498,0.35000000000000003,0.3333333333333333,0.8181818181818182,0.6666666666666666,0.0669872981077807,0.75,0.27747906604368566,0.0
2021-10-09,0.5,0.632398753894081,0.5,0.6666666666666666,0.8181818181818182,0.8333333333333333,0.0669872981077807,0.75,0.0,0.3568958678922094
2021-10-11,0.33333333333333337,0.6417445482866043,0.6,0.2222222222222222,0.8181818181818182,0.0,0.0669872981077807,0.75,0.5,1.0
2021-10-12,0.16666666666666666,0.6479750778816199,0.6,0.2222222222222222,0.8181818181818182,0.16666666666666666,0.0669872981077807,0.75,0.9009688679024191,0.8019377358048384
2021-10-14,0.16666666666666666,0.6542056074766355,0.65,0.3333333333333333,0.8181818181818182,0.5,0.0669872981077807,0.75,0.7225209339563144,5.551115123125783e-17
2021-10-15,0.0,0.6573208722741433,0.65,0.2222222222222222,0.8181818181818182,0.6666666666666666,0.0669872981077807,0.75,0.27747906604368566,0.0
2021-10-21,0.16666666666666666,0.6635514018691588,0.7,0.4444444444444444,0.8181818181818182,0.5,0.0669872981077807,0.75,0.7225209339563144,5.551115123125783e-17
2021-10-25,0.16666666666666666,0.6697819314641744,0.75,0.3333333333333333,0.8181818181818182,0.0,0.0669872981077807,0.75,0.5,1.0
2021-10-26,0.0,0.6728971962616822,0.6,0.2222222222222222,0.8181818181818182,0.16666666666666666,0.0669872981077807,0.75,0.9009688679024191,0.8019377358048384
2021-10-27,0.0,0.67601246105919,0.5,0.3333333333333333,0.8181818181818182,0.3333333333333333,0.0669872981077807,0.75,1.0,0.3568958678922095
2021-10-28,0.0,0.6791277258566978,0.45,0.3333333333333333,0.8181818181818182,0.5,0.0669872981077807,0.75,0.7225209339563144,5.551115123125783e-17
2021-10-30,0.0,0.6822429906542056,0.4,0.3333333333333333,0.8181818181818182,0.8333333333333333,0.0669872981077807,0.75,0.0,0.3568958678922094
2021-11-01,0.16666666666666666,0.6884735202492211,0.45,0.4444444444444444,0.9090909090909091,0.0,0.24999999999999978,0.9330127018922192,0.5,1.0
2021-11-02,0.0,0.6915887850467289,0.4,0.2222222222222222,0.9090909090909091,0.16666666666666666,0.24999999999999978,0.9330127018922192,0.9009688679024191,0.8019377358048384
2021-11-03,0.33333333333333337,0.7009345794392523,0.45,0.5555555555555556,0.9090909090909091,0.3333333333333333,0.24999999999999978,0.9330127018922192,1.0,0.3568958678922095
2021-11-05,0.0,0.7040498442367601,0.45,0.1111111111111111,0.9090909090909091,0.6666666666666666,0.24999999999999978,0.9330127018922192,0.27747906604368566,0.0
2021-11-08,0.0,0.7071651090342679,0.45,0.3333333333333333,0.9090909090909091,0.0,0.24999999999999978,0.9330127018922192,0.5,1.0
2021-11-09,0.0,0.7102803738317757,0.45,0.3333333333333333,0.9090909090909091,0.16666666666666666,0.24999999999999978,0.9330127018922192,0.9009688679024191,0.8019377358048384
2021-11-10,0.16666666666666666,0.7165109034267912,0.5,0.4444444444444444,0.9090909090909091,0.3333333333333333,0.24999999999999978,0.9330127018922192,1.0,0.3568958678922095
2021-11-12,0.16666666666666666,0.7227414330218068,0.5,0.3333333333333333,0.9090909090909091,0.6666666666666666,0.24999999999999978,0.9330127018922192,0.27747906604368566,0.0
2021-11-15,0.0,0.7258566978193146,0.5,0.2222222222222222,0.9090909090909091,0.0,0.24999999999999978,0.9330127018922192,0.5,1.0
2021-11-16,0.16666666666666666,0.7320872274143302,0.45,0.4444444444444444,0.9090909090909091,0.16666666666666666,0.24999999999999978,0.9330127018922192,0.9009688679024191,0.8019377358048384
2021-11-20,0.0,0.735202492211838,0.45,0.2222222222222222,0.9090909090909091,0.8333333333333333,0.24999999999999978,0.9330127018922192,0.0,0.3568958678922094
2021-11-22,0.0,0.7383177570093458,0.45,0.3333333333333333,0.9090909090909091,0.0,0.24999999999999978,0.9330127018922192,0.5,1.0
2021-11-23,0.0,0.7414330218068536,0.45,0.3333333333333333,0.9090909090909091,0.16666666666666666,0.24999999999999978,0.9330127018922192,0.9009688679024191,0.8019377358048384
2021-11-25,0.16666666666666666,0.7476635514018691,0.45,0.4444444444444444,0.9090909090909091,0.5,0.24999999999999978,0.9330127018922192,0.7225209339563144,5.551115123125783e-17
2021-11-26,0.0,0.7507788161993769,0.4,0.2222222222222222,0.9090909090909091,0.6666666666666666,0.24999999999999978,0.9330127018922192,0.27747906604368566,0.0
2021-11-29,0.0,0.7538940809968847,0.4,0.3333333333333333,0.9090909090909091,0.0,0.24999999999999978,0.9330127018922192,0.5,1.0
2021-12-01,0.0,0.7570093457943925,0.35000000000000003,0.3333333333333333,0.9999999999999999,0.3333333333333333,0.4999999999999999,1.0,1.0,0.3568958678922095
2021-12-03,0.0,0.7601246105919003,0.35000000000000003,0.3333333333333333,0.9999999999999999,0.6666666666666666,0.4999999999999999,1.0,0.27747906604368566,0.0
2021-12-04,0.0,0.7632398753894081,0.35000000000000003,0.3333333333333333,0.9999999999999999,0.8333333333333333,0.4999999999999999,1.0,0.0,0.3568958678922094
2021-12-06,0.16666666666666666,0.7694704049844237,0.4,0.4444444444444444,0.9999999999999999,0.0,0.4999999999999999,1.0,0.5,1.0
2021-12-07,0.16666666666666666,0.7757009345794392,0.4,0.3333333333333333,0.9999999999999999,0.16666666666666666,0.4999999999999999,1.0,0.9009688679024191,0.8019377358048384
