Tgl. Mohon,count,cumulative_sum,rolling_7days,rolling_std_7d,rolling_count_7d,delta_count,month,weekday,month_sin,month_cos,weekday_sin,weekday_cos
2021-01-02,0.14814814814814814,0.0,0.0,0.0,0.0,0.4883720930232558,0.0,0.8333333333333333,0.75,0.9330127018922194,0.0,0.3568958678922094
2021-01-04,0.037037037037037035,0.0005950609937518594,0.03225806451612903,0.22755399780669242,0.16666666666666666,0.41860465116279066,0.0,0.0,0.75,0.9330127018922194,0.5,1.0
2021-01-05,0.07407407407407407,0.001487652484379649,0.08064516129032258,0.16385760607458275,0.33333333333333337,0.5116279069767442,0.0,0.16666666666666666,0.75,0.9330127018922194,0.9009688679024191,0.8019377358048384
2021-01-06,0.1111111111111111,0.0026777744718833674,0.14516129032258063,0.13848495294356283,0.5,0.5116279069767442,0.0,0.3333333333333333,0.75,0.9330127018922194,1.0,0.3568958678922095
2021-01-07,0.2222222222222222,0.0047604879500148765,0.25806451612903225,0.2063379326875051,0.6666666666666666,0.5581395348837209,0.0,0.5,0.75,0.9330127018922194,0.7225209339563144,5.551115123125783e-17
2021-01-08,0.14814814814814814,0.006248140434394526,0.3387096774193548,0.1878501297121636,0.8333333333333334,0.4418604651162791,0.0,0.6666666666666666,0.75,0.9330127018922194,0.27747906604368566,0.0
2021-01-09,0.0,0.006545670931270456,0.3548387096774194,0.21833742894133454,0.9999999999999999,0.3953488372093023,0.0,0.8333333333333333,0.75,0.9330127018922194,0.0,0.3568958678922094
2021-01-11,0.18518518518518517,0.008330853912526035,0.3709677419354839,0.23172964880866298,0.9999999999999999,0.6046511627906976,0.0,0.0,0.75,0.9330127018922194,0.5,1.0
2021-01-12,0.07407407407407407,0.009223445403153825,0.3870967741935484,0.21833742894133454,0.9999999999999999,0.41860465116279066,0.0,0.16666666666666666,0.75,0.9330127018922194,0.9009688679024191,0.8019377358048384
2021-01-13,0.0,0.009520975900029753,0.3548387096774194,0.25102529480141433,0.9999999999999999,0.4418604651162791,0.0,0.3333333333333333,0.75,0.9330127018922194,1.0,0.3568958678922095
2021-01-14,0.0,0.009818506396905683,0.3064516129032258,0.27597895492526925,0.9999999999999999,0.4883720930232558,0.0,0.5,0.75,0.9330127018922194,0.7225209339563144,5.551115123125783e-17
2021-01-15,0.1111111111111111,0.011008628384409403,0.25806451612903225,0.2233002769783999,0.9999999999999999,0.5581395348837209,0.0,0.6666666666666666,0.75,0.9330127018922194,0.27747906604368566,0.0
2021-01-16,0.0,0.011306158881285333,0.1935483870967742,0.2132591195114397,0.9999999999999999,0.41860465116279066,0.0,0.8333333333333333,0.75,0.9330127018922194,0.0,0.3568958678922094
2021-01-19,0.037037037037037035,0.011901219875037191,0.2096774193548387,0.20406821314560078,0.9999999999999999,0.5116279069767442,0.0,0.16666666666666666,0.75,0.9330127018922194,0.9009688679024191,0.8019377358048384
